Image,R,G,B,His_AVG,His_STD,Label
514360104114.png,169,155,136,92,61,52
514360104114.png,164,150,131,88,64,52
514360104114.png,172,157,138,73,56,52
514360104114.png,166,151,132,95,60,52
514360104114.png,166,152,133,78,54,52
514360104114.png,169,155,137,80,50,52
514360104114.png,163,149,130,68,42,52
514360104114.png,164,150,131,75,40,52
514360104114.png,170,155,136,92,56,52
514360104114.png,169,155,136,92,61,52
514360104114.png,164,150,131,88,64,52
514360104114.png,172,157,138,73,56,52
523138205183.png,141,130,114,128,64,52
523138205183.png,133,122,105,98,53,52
523138205183.png,144,132,116,119,72,52
523138205183.png,139,127,111,112,68,52
523138205183.png,145,133,117,100,64,52
523138205183.png,134,122,106,91,60,52
523138205183.png,134,122,106,96,61,52
523138205183.png,143,131,115,87,62,52
523138205183.png,138,127,111,75,48,52
523138205183.png,141,130,114,128,64,52
523138205183.png,133,122,105,98,53,52
523138205183.png,144,132,116,119,72,52
523138205183.png,139,127,111,112,68,52
523138205183.png,145,133,117,100,64,52
523138205183.png,134,122,106,91,60,52
523138205183.png,134,122,106,96,61,52
523138205183.png,143,131,115,87,62,52
523138205183.png,138,127,111,75,48,52
535361101112.png,173,156,133,108,69,52
535361101112.png,177,159,137,86,51,52
535361101112.png,174,157,135,88,67,52
535361101112.png,174,157,136,76,49,52
535361101112.png,167,150,128,84,51,52
535361101112.png,185,167,146,103,65,52
535361101112.png,175,157,136,97,69,52
535361101112.png,173,155,134,98,63,52
535361101112.png,174,157,136,75,50,52
535361101112.png,173,156,133,108,69,52
535361101112.png,177,159,137,86,51,52
535361101112.png,174,157,135,88,67,52
535361101112.png,174,157,136,76,49,52
535361101112.png,167,150,128,84,51,52
535361101112.png,185,167,146,103,65,52
535361101112.png,175,157,136,97,69,52
535361101112.png,173,155,134,98,63,52
535361101112.png,174,157,136,75,50,52
538125112128.png,140,127,107,116,71,52
538125112128.png,146,133,113,87,51,52
538125112128.png,156,143,123,87,53,52
538125112128.png,148,135,115,86,56,52
538125112128.png,152,139,119,101,68,52
538125112128.png,148,135,115,122,67,52
538125112128.png,151,138,118,114,68,52
538125112128.png,156,144,124,97,57,52
538125112128.png,146,133,113,103,65,52
538125112128.png,140,127,107,116,71,52
538125112128.png,146,133,113,87,51,52
538125112128.png,156,143,123,87,53,52
538125112128.png,148,135,115,86,56,52
538125112128.png,152,139,119,101,68,52
538125112128.png,148,135,115,122,67,52
538125112128.png,151,138,118,114,68,52
538125112128.png,156,144,124,97,57,52
538125112128.png,146,133,113,103,64,52
557155100119.png,76,65,55,87,62,52
557155100119.png,78,67,57,70,59,52
557155100119.png,76,66,55,68,52,52
557155100119.png,81,71,60,64,53,52
557155100119.png,73,63,53,69,64,52
557155100119.png,82,72,62,75,57,52
557155100119.png,80,70,59,67,65,52
557155100119.png,76,65,55,65,54,52
557155100119.png,74,63,53,67,48,52
557155100119.png,76,65,55,87,62,52
557155100119.png,78,67,57,69,59,52
557155100119.png,76,66,55,68,52,52
557155100119.png,81,71,60,64,53,52
557155100119.png,73,63,53,69,64,52
557155100119.png,82,72,62,75,57,52
557155100119.png,80,70,59,67,65,52
557155100119.png,76,65,55,65,54,52
557155100119.png,74,63,53,67,48,52
559385109117.png,191,170,146,113,73,52
559385109117.png,200,179,154,100,59,52
559385109117.png,194,173,149,103,68,52
559385109117.png,194,173,149,87,59,52
559385109117.png,194,173,149,79,53,52
559385109117.png,198,177,152,105,63,52
559385109117.png,195,174,149,95,54,52
559385109117.png,194,174,149,106,70,52
559385109117.png,190,169,145,78,50,52
559385109117.png,191,170,146,113,73,52
559385109117.png,200,179,154,100,59,52
559385109117.png,194,173,149,103,68,52
559385109117.png,194,173,149,87,59,52
559385109117.png,194,173,149,79,53,52
559385109117.png,198,177,152,105,63,52
559385109117.png,195,174,149,95,54,52
559385109117.png,194,174,149,106,70,52
559385109117.png,190,169,145,78,50,52
560232106125.png,223,209,186,125,75,52
560232106125.png,227,212,189,102,71,52
560232106125.png,228,212,190,116,66,52
560232106125.png,229,215,192,127,78,52
560232106125.png,215,200,178,101,71,52
560232106125.png,226,211,188,131,77,52
560232106125.png,227,212,189,119,75,52
560232106125.png,232,218,195,112,83,52
560232106125.png,225,211,187,100,72,52
560232106125.png,223,209,186,125,75,52
560232106125.png,227,212,189,102,71,52
560232106125.png,228,212,190,116,66,52
560232106125.png,229,215,192,127,78,52
560232106125.png,215,200,178,101,71,52
560232106125.png,226,211,188,131,77,52
560232106125.png,227,212,189,119,75,52
560232106125.png,232,218,195,112,83,52
560232106125.png,225,211,187,100,72,52
562136103129.png,142,129,109,155,70,52
562136103129.png,141,129,108,104,53,52
562136103129.png,141,128,108,91,52,52
562136103129.png,145,132,112,122,72,52
562136103129.png,138,124,104,111,75,52
562136103129.png,144,131,111,112,64,52
562136103129.png,140,127,107,115,69,52
562136103129.png,152,139,119,106,59,52
562136103129.png,133,120,101,128,62,52
562136103129.png,142,129,109,155,70,52
562136103129.png,141,129,108,104,53,52
562136103129.png,141,128,108,91,52,52
562136103129.png,145,132,112,122,72,52
562136103129.png,138,124,104,111,75,52
562136103129.png,144,131,111,112,64,52
562136103129.png,140,127,107,115,69,52
562136103129.png,152,139,119,106,59,52
562136103129.png,133,120,101,128,62,52
562245106114.png,217,204,181,139,81,52
562245106114.png,226,213,189,112,78,52
562245106114.png,221,207,184,109,71,52
562245106114.png,225,210,188,121,78,52
562245106114.png,212,198,175,106,75,52
562245106114.png,227,214,191,133,84,52
562245106114.png,225,211,187,138,86,52
562245106114.png,227,212,189,101,77,52
562245106114.png,220,205,182,119,79,52
562245106114.png,217,204,181,139,81,52
562245106114.png,226,213,189,112,78,52
562245106114.png,221,207,184,109,71,52
562245106114.png,225,210,188,121,78,52
562245106114.png,212,198,175,106,75,52
562245106114.png,227,214,191,133,84,52
562245106114.png,225,211,187,138,86,52
562245106114.png,227,212,189,101,77,52
562245106114.png,220,205,182,119,79,52
567136116137.png,137,123,104,136,80,52
567136116137.png,144,130,111,92,55,52
567136116137.png,148,135,116,79,54,52
567136116137.png,146,134,114,92,69,52
567136116137.png,138,124,105,98,68,52
567136116137.png,138,125,106,119,65,52
567136116137.png,139,126,107,110,67,52
567136116137.png,152,139,120,108,65,52
567136116137.png,137,124,105,123,67,52
567136116137.png,137,123,104,136,80,52
567136116137.png,144,130,111,92,55,52
567136116137.png,148,135,116,79,54,52
567136116137.png,146,134,114,92,69,52
567136116137.png,138,124,105,98,68,52
567136116137.png,138,125,106,119,65,52
567136116137.png,139,126,107,110,67,52
567136116137.png,152,139,120,108,65,52
567136116137.png,137,124,105,123,67,52
568246101125.png,209,193,169,112,67,52
568246101125.png,220,203,179,113,69,52
568246101125.png,219,203,178,107,68,52
568246101125.png,214,198,173,117,78,52
568246101125.png,207,191,167,102,74,52
568246101125.png,217,201,176,92,71,52
568246101125.png,218,201,177,115,81,52
568246101125.png,212,196,171,109,71,52
568246101125.png,211,195,171,100,66,52
568246101125.png,209,193,169,112,67,52
568246101125.png,220,203,179,113,69,52
568246101125.png,219,203,178,107,68,52
568246101125.png,214,198,173,117,78,52
568246101125.png,207,191,167,102,74,52
568246101125.png,217,201,176,92,71,52
568246101125.png,218,201,177,115,81,52
568246101125.png,212,196,171,109,71,52
568246101125.png,211,195,171,100,66,52
573144106135.png,146,133,113,138,59,52
573144106135.png,148,135,115,94,47,52
573144106135.png,139,126,106,85,57,52
573144106135.png,144,131,111,127,69,52
573144106135.png,140,127,107,100,67,52
573144106135.png,150,137,117,100,59,52
573144106135.png,141,128,108,115,70,52
573144106135.png,146,133,113,103,61,52
573144106135.png,137,124,105,129,59,52
573144106135.png,146,133,113,138,59,52
573144106135.png,148,135,115,94,47,52
573144106135.png,139,126,106,85,57,52
573144106135.png,144,131,111,127,69,52
573144106135.png,140,127,107,100,67,52
573144106135.png,150,137,117,100,59,52
573144106135.png,141,128,108,115,70,52
573144106135.png,146,133,113,103,61,52
573144106135.png,137,124,105,129,59,52
578311100113.png,221,208,189,101,71,52
578311100113.png,216,201,182,98,63,52
578311100113.png,219,204,185,83,60,52
578311100113.png,220,207,187,87,66,52
578311100113.png,217,203,183,97,71,52
578311100113.png,218,205,185,97,68,52
578311100113.png,220,206,186,98,70,52
578311100113.png,220,206,186,97,66,52
578311100113.png,216,202,182,75,60,52
578311100113.png,221,208,189,101,71,52
578311100113.png,216,201,182,98,63,52
578311100113.png,219,204,185,83,60,52
578311100113.png,220,207,187,87,66,52
578311100113.png,217,203,183,97,71,52
578311100113.png,218,205,185,97,68,52
578311100113.png,220,206,186,98,70,52
578311100113.png,220,206,186,97,66,52
578311100113.png,216,202,182,75,60,52
582155117136.png,137,123,105,132,72,52
582155117136.png,141,128,109,99,60,52
582155117136.png,145,131,113,79,52,52
582155117136.png,142,129,110,101,69,52
582155117136.png,142,128,110,99,72,52
582155117136.png,136,122,104,101,61,52
582155117136.png,139,126,107,113,58,52
582155117136.png,144,130,112,94,53,52
582155117136.png,139,126,108,113,64,52
582155117136.png,137,123,105,132,72,52
582155117136.png,141,128,109,99,60,52
582155117136.png,145,131,113,79,52,52
582155117136.png,142,129,110,101,69,52
582155117136.png,142,128,110,99,72,52
582155117136.png,136,122,104,101,61,52
582155117136.png,139,126,107,113,58,52
582155117136.png,144,130,112,94,53,52
582155117136.png,139,126,108,113,64,52
583263113131.png,196,179,157,92,69,52
583263113131.png,188,172,150,85,63,52
583263113131.png,193,176,155,99,63,52
583263113131.png,189,173,151,89,69,52
583263113131.png,194,177,155,97,64,52
583263113131.png,188,172,150,103,76,52
583263113131.png,189,172,150,90,65,52
583263113131.png,194,177,156,80,51,52
583263113131.png,189,173,150,80,55,52
583263113131.png,196,179,157,92,69,52
583263113131.png,188,172,150,85,63,52
583263113131.png,193,176,155,99,63,52
583263113131.png,189,173,151,89,69,52
583263113131.png,194,177,155,97,64,52
583263113131.png,188,172,150,103,76,52
583263113131.png,189,172,150,90,65,52
583263113131.png,194,177,156,80,51,52
583263113131.png,189,173,150,80,55,52
631354124103.png,126,114,98,81,68,52
631354124103.png,126,114,97,73,69,52
631354124103.png,129,117,101,82,74,52
631354124103.png,130,118,102,62,65,52
631354124103.png,124,112,96,78,72,52
631354124103.png,132,120,104,67,65,52
631354124103.png,129,117,101,65,59,52
631354124103.png,129,117,100,65,58,52
631354124103.png,124,112,96,65,64,52
631354124103.png,126,114,98,81,68,52
631354124103.png,126,114,97,73,69,52
631354124103.png,129,117,101,82,74,52
631354124103.png,130,118,102,62,65,52
631354124103.png,124,112,96,78,72,52
631354124103.png,132,120,104,67,65,52
631354124103.png,129,117,101,65,59,52
631354124103.png,129,117,100,65,58,52
631354124103.png,124,112,96,65,64,52
716269118135.png,193,178,157,87,71,52
716269118135.png,186,170,151,70,56,52
716269118135.png,186,172,152,75,59,52
716269118135.png,183,168,149,84,61,52
716269118135.png,190,175,155,95,68,52
716269118135.png,183,168,148,86,53,52
716269118135.png,187,173,153,88,55,52
716269118135.png,185,170,151,86,66,52
716269118135.png,183,167,148,66,51,52
716269118135.png,193,178,157,87,71,52
716269118135.png,186,170,151,70,56,52
716269118135.png,186,172,152,75,59,52
716269118135.png,183,168,149,84,61,52
716269118135.png,190,175,155,95,68,52
716269118135.png,183,168,148,86,53,52
716269118135.png,187,173,153,88,55,52
716269118135.png,185,170,151,87,66,52
716269118135.png,183,167,148,66,51,52
